T1,T2,T3,T4,T5,T6,T7,T8,W1,Target
0.010413108,0.06952172,0.5518137,0.21509367,0.10062275,0.050198723,0.0017930466,0.00054324954,2520,1
0.030164318,0.1269721,0.34653288,0.331886,0.03565672,0.057273183,0.06652746,0.004987303,140,0
0.033622418,0.2223544,0.014371449,0.4576849,0.063988045,0.19217527,0.011954525,0.0038489897,325,1
0.021678759,0.060885504,0.01616659,0.42529944,0.24894637,0.21301052,0.01055762,0.0034552254,299,1
0.030047443,0.04401612,0.013340785,0.77165,0.021159865,0.04341833,0.07279091,0.0035765213,225,1
0.09328778,0.3400965,0.012091569,0.45184305,0.018954761,0.038705032,0.04178661,0.003234669,258,1
0.3898298,0.121991664,0.008130283,0.16759628,0.11964492,0.18432043,0.006390427,0.0020961938,656,1
0.022358764,0.04596756,0.01619532,0.6738851,0.114570245,0.1114511,0.011717345,0.0038545458,267,1
0.27306598,0.045556765,0.013661614,0.5246431,0.022067754,0.07272913,0.04493497,0.0033406657,305,1
0.02653274,0.10485808,0.04805006,0.7170017,0.020210776,0.038670298,0.010268193,0.034408182,277,1
0.023578154,0.12292466,0.012918108,0.58993995,0.020634279,0.08572927,0.14081967,0.0034559343,236,1
0.096596204,0.046357967,0.011040717,0.4012882,0.29011974,0.1423515,0.009294106,0.0029515903,355,1
0.056960516,0.32717094,0.049420886,0.31388327,0.08248021,0.025337806,0.1431965,0.0015498069,699,1
0.18211202,0.23253757,0.065053225,0.2152017,0.10412532,0.036362007,0.14004031,0.024567816,436,1
0.099478416,0.045504525,0.061628334,0.3737687,0.14679612,0.1604483,0.00899366,0.10338193,300,1
0.19612086,0.074774124,0.008871166,0.60691065,0.022059955,0.08180079,0.0071251364,0.0023373566,494,1
0.1805048,0.049472574,0.013591852,0.6777827,0.021034352,0.043079656,0.010957482,0.0035765707,251,1
0.10802195,0.298651,0.08605294,0.3345433,0.12671584,0.036629267,0.0070996997,0.0022860335,490,0
0.07473701,0.044598747,0.012929073,0.5048964,0.04370585,0.20655091,0.10912655,0.003455435,233,1
0.02144749,0.11966712,0.056504678,0.34811652,0.02771296,0.4120994,0.010873791,0.0035780221,253,1
0.0640187,0.049998548,0.01553497,0.5682951,0.028153285,0.1739936,0.013943372,0.08606244,181,1
0.016469738,0.44049057,0.010720011,0.36898085,0.08266375,0.06941295,0.008473873,0.0027882734,343,1
0.045825854,0.17209837,0.010231989,0.43387794,0.11794717,0.06699835,0.15037659,0.002643736,399,1
0.011429398,0.1642384,0.007216752,0.5231231,0.032073062,0.06373191,0.19625159,0.0019358094,573,1
0.012191354,0.17951222,0.08752924,0.28573933,0.1624958,0.2649888,0.0056782537,0.001864938,513,0
0.2907522,0.06996375,0.03701582,0.38295245,0.04617391,0.121381044,0.049185317,0.002575517,409,1
0.30048433,0.09376043,0.013033005,0.48244783,0.020314319,0.075692795,0.0109263435,0.0033409519,236,1
0.015025187,0.074280515,0.01620186,0.41858184,0.26866305,0.12253936,0.082195476,0.0025127362,507,1
0.1885382,0.12973231,0.06239621,0.5284862,0.02493249,0.050938282,0.011268491,0.0037078443,198,1
0.07572372,0.43247455,0.005406662,0.3475893,0.011440935,0.02781302,0.09817095,0.0013808183,809,1
0.041251205,0.13117689,0.009649068,0.47363278,0.07785264,0.25602043,0.007839719,0.0025772539,376,1
0.021648468,0.04205367,0.013331864,0.6598636,0.021618709,0.19002414,0.047883224,0.0035763823,261,1
0.46332088,0.06319743,0.016922308,0.28704825,0.028178578,0.12271674,0.014076349,0.004539505,174,1
0.040936682,0.119647816,0.4206372,0.19205503,0.05950384,0.16381887,0.0025658805,0.0008346899,1515,1
0.1883869,0.045549817,0.013341844,0.6113507,0.021086115,0.10582902,0.010876911,0.0035786638,249,1
0.07162704,0.062460143,0.014915462,0.63980675,0.08677851,0.108176604,0.012234317,0.004001122,219,1
0.01778087,0.06806783,0.009368771,0.6879543,0.123176366,0.083488315,0.0076516126,0.0025119989,409,1
0.21888858,0.050648663,0.014355749,0.6250888,0.026894122,0.0485704,0.011705134,0.0038485145,171,1
0.020287445,0.23242174,0.0129596535,0.5719418,0.02066788,0.12775844,0.01050832,0.003454739,193,1
0.02104833,0.07331149,0.2525424,0.5315718,0.021159096,0.085721985,0.011064773,0.0035801574,239,1
0.022352144,0.18259357,0.10868842,0.4052078,0.077465214,0.1270888,0.07302715,0.0035769145,208,0
0.023766443,0.20754753,0.046251036,0.5811469,0.017235951,0.039899077,0.08143978,0.0027132474,365,1
0.024362337,0.06095462,0.015844392,0.57696587,0.024819437,0.2802249,0.012662962,0.0041654366,190,1
0.013192949,0.10799814,0.05899404,0.48558545,0.04666615,0.1589546,0.10251203,0.02609668,478,1
0.018451303,0.12210548,0.011382461,0.53477395,0.19095983,0.11038111,0.008993947,0.0029518816,371,1
0.06796202,0.14610907,0.016206974,0.3607691,0.032880336,0.23003995,0.013212702,0.13281982,176,1
0.03353447,0.14291985,0.015092097,0.288322,0.24330944,0.0719336,0.20088707,0.0040014936,235,1
0.025733855,0.07726802,0.015659442,0.7910566,0.02692918,0.046528764,0.0126587795,0.004165396,176,1
0.020930719,0.05219575,0.01338737,0.74360764,0.021975981,0.09407805,0.050369732,0.0034547334,258,1
0.027502403,0.055357806,0.017726324,0.7829093,0.027745247,0.069542244,0.014461862,0.0047548274,198,1
0.046866562,0.11480202,0.04021516,0.7341214,0.0177855,0.034281813,0.008976682,0.0029508616,337,1
0.03571424,0.077607915,0.017147698,0.4551449,0.0071634026,0.25135407,0.14292277,0.012944997,860,1
0.110544786,0.060597878,0.014346251,0.62766474,0.022453351,0.14835852,0.012185958,0.0038484982,252,1
0.07747784,0.12640907,0.016922569,0.6428489,0.027934374,0.09007162,0.013796083,0.0045395647,164,1
0.02627227,0.10275579,0.061831538,0.6568729,0.027875876,0.060814943,0.059034687,0.0045419186,211,1
0.19249454,0.17562878,0.00551032,0.4263912,0.05222898,0.14200164,0.004324551,0.0014200129,715,1
0.011463054,0.057393085,0.35225987,0.43243393,0.012800741,0.04873599,0.08297772,0.0019355748,608,0
0.06363459,0.14650954,0.34699523,0.2805143,0.065655656,0.08851321,0.0062416745,0.0019358075,624,1
0.011852021,0.25780183,0.007110772,0.5360779,0.037269782,0.123004206,0.02505359,0.0018298991,739,1
0.20065752,0.28235197,0.010710079,0.42687103,0.02596307,0.041857116,0.00872048,0.0028687231,318,1
0.07553999,0.18250646,0.009993817,0.4681872,0.045051217,0.2075728,0.0085048275,0.0026436648,342,1
0.04092945,0.2019786,0.0078251995,0.30637288,0.16268869,0.27246827,0.0058382973,0.0018985913,583,1
0.025858888,0.22529899,0.014921371,0.41477448,0.023990469,0.27365702,0.01749775,0.0040010232,273,1
0.025132522,0.21325678,0.045100145,0.54846966,0.10543741,0.047599085,0.011296757,0.0037076767,242,1
0.07749792,0.23729269,0.011865297,0.39548758,0.15933047,0.043653674,0.07192133,0.0029510735,310,1
0.025251865,0.10355107,0.016421044,0.76084614,0.026220404,0.049803555,0.013561629,0.0043442342,186,1
0.077277675,0.029717755,0.008295679,0.19610731,0.03678497,0.6099236,0.039753355,0.0021396657,483,1
0.061040945,0.24823612,0.0092795575,0.4672498,0.013539535,0.19142577,0.007132641,0.002095577,583,1
0.018144164,0.44283155,0.013342113,0.42414412,0.054204695,0.03466348,0.009533383,0.0031364495,298,0
0.024991913,0.043365113,0.013830141,0.66731644,0.07125685,0.16426417,0.011267765,0.0037076417,209,1
0.019328848,0.067202,0.23701267,0.3666589,0.021381127,0.27468958,0.01038511,0.0033417514,220,1
0.083031975,0.08986795,0.012133048,0.5522973,0.01909674,0.08307297,0.15726507,0.0032349543,217,1
0.048055936,0.046630334,0.008366906,0.59260404,0.01232832,0.10138021,0.18853782,0.0020964753,421,0
0.026265271,0.09974181,0.016979786,0.62089366,0.031198803,0.18657084,0.01381039,0.004539436,221,1
0.032024387,0.12759155,0.087763794,0.63602173,0.03234536,0.06190367,0.016816549,0.0055329218,178,1
0.07025116,0.07196002,0.012496867,0.40116665,0.16783845,0.26279482,0.010151669,0.0033403873,254,1
0.01990648,0.19266406,0.012607434,0.6664343,0.041092563,0.053755756,0.010198991,0.0033404843,284,1
0.02210798,0.16192251,0.05199745,0.5215811,0.036093183,0.05702467,0.014378725,0.13489437,245,1
0.027501896,0.4152684,0.024847915,0.3769582,0.032446694,0.056836616,0.06138567,0.0047546206,259,1
0.1990952,0.1559995,0.016457483,0.49286497,0.024820065,0.04916133,0.057433914,0.004167542,206,1
0.021687513,0.30068398,0.013427282,0.56829673,0.02191031,0.05954885,0.010868908,0.00357641,277,1
0.09352452,0.10483494,0.013062183,0.3922842,0.12126624,0.26087007,0.010816836,0.003340958,300,1
0.07566781,0.06253471,0.010493949,0.49344045,0.28678823,0.03311527,0.035245508,0.0027140689,438,1
0.1064359,0.050234992,0.056677453,0.24938789,0.4215679,0.098869756,0.012660309,0.0041658236,261,1
0.027845616,0.10782016,0.17750867,0.50603676,0.027537983,0.13569905,0.013207011,0.00434477,211,1
0.007356825,0.26719254,0.0047801523,0.3321728,0.21684717,0.15449296,0.015927887,0.0012296758,936,1
0.009998409,0.07708091,0.006614393,0.4575527,0.23400998,0.01761235,0.004450819,0.1926805,753,1
0.29374734,0.06362486,0.039379824,0.47462296,0.018502558,0.0671605,0.040093213,0.0028687303,344,1
0.01481801,0.12835723,0.009631525,0.7580559,0.014971213,0.06401841,0.0076354453,0.0025122643,454,1
0.07359091,0.11273709,0.016706295,0.55628765,0.021637559,0.07046296,0.071836896,0.07674065,327,1
0.009122402,0.065893576,0.006404416,0.57473683,0.15807196,0.18018416,0.004206126,0.0013805877,796,1
0.24377282,0.06199012,0.0065083397,0.48171893,0.08123241,0.083238706,0.039801914,0.0017367512,565,1
0.008364319,0.13024873,0.14543672,0.5676102,0.056446765,0.061763372,0.004316876,0.025813,903,1
0.020800523,0.042384867,0.012962505,0.5739527,0.021352258,0.31457445,0.010517399,0.0034553001,345,1
0.022355685,0.05093486,0.07182925,0.45794567,0.022919614,0.35845968,0.01170433,0.0038508994,208,1
0.03529744,0.14743653,0.045748964,0.39977628,0.08718308,0.17447573,0.10853159,0.001550404,754,1
0.012519231,0.14180706,0.01158707,0.56317854,0.18700148,0.033708826,0.048102025,0.0020957862,448,1
0.016375974,0.04002411,0.010539097,0.5688662,0.017987479,0.16826959,0.17514919,0.0027884252,319,1
0.03173633,0.059646573,0.11827804,0.6741911,0.029954907,0.066050746,0.015155385,0.004986884,157,1
0.19461824,0.10905777,0.008205698,0.44826114,0.012970934,0.21790563,0.006793981,0.0021865747,452,1
0.027978316,0.10792764,0.05918214,0.3289573,0.4003317,0.058043282,0.013232923,0.004346748,264,1
0.016600288,0.08395804,0.010829212,0.45187062,0.017932491,0.4072074,0.008733776,0.0028681094,426,1
0.017582731,0.33684272,0.042127833,0.4059204,0.018905705,0.13559008,0.039990555,0.0030400124,354,1
0.025420018,0.07381584,0.29415688,0.49873328,0.028101966,0.06221774,0.013208351,0.004345941,200,1
0.014533171,0.07466075,0.009471862,0.7080677,0.07150194,0.06161476,0.057637352,0.0025124406,340,1
0.071056105,0.18235163,0.010349754,0.40648064,0.067084044,0.2516914,0.008273092,0.0027132723,391,1
0.117888935,0.073324785,0.03480643,0.2690734,0.08003473,0.38715848,0.03623116,0.0014821235,816,1
0.100285284,0.12841472,0.016334565,0.6362759,0.022532448,0.08060333,0.011703029,0.003850732,217,1
0.01665693,0.046598945,0.010699513,0.6150774,0.01986683,0.27951333,0.008718473,0.0028685397,335,1
0.07556236,0.06297916,0.016951721,0.6990985,0.075088814,0.051975742,0.013802327,0.0045413133,179,1
0.024578232,0.08287522,0.084073246,0.48919213,0.029714985,0.08978221,0.11671389,0.08307007,221,1
0.058587212,0.16857226,0.0122809615,0.4164912,0.018870953,0.15090606,0.17105715,0.0032342372,261,1
0.18872195,0.20379807,0.011335552,0.38742858,0.017768227,0.17866571,0.009241283,0.003040605,300,1
0.022183932,0.1529786,0.1057693,0.6292191,0.021927295,0.052939765,0.011272956,0.003709093,227,1
0.027215205,0.054663308,0.06388978,0.70755875,0.026988277,0.05649197,0.058653325,0.004539366,185,1
0.020707443,0.045902725,0.01336864,0.71551484,0.09385404,0.09619938,0.0108751375,0.003577762,284,1
0.049872354,0.15120025,0.007712998,0.4771925,0.16697438,0.13865636,0.006337427,0.00205375,442,1
0.26348457,0.24329771,0.031127274,0.40405798,0.022401603,0.02716531,0.00636974,0.0020958341,524,1
0.017297942,0.16464935,0.08381237,0.6003695,0.019805197,0.10214718,0.008967686,0.0029507752,390,1
0.14772113,0.06235511,0.013957157,0.42100313,0.085195184,0.25525117,0.011062507,0.003454612,278,1
0.0614622,0.038330145,0.0108771855,0.6680977,0.016629308,0.05155622,0.15025885,0.0027884587,240,1
0.0865907,0.14162573,0.011293061,0.41330978,0.23505099,0.10912374,0.0022688378,0.0007372218,1422,1
0.16007034,0.034001596,0.01039294,0.4692025,0.01626545,0.29875824,0.008521074,0.0027878927,339,1
0.018342057,0.14833188,0.20335187,0.445858,0.05207811,0.11911763,0.009784566,0.0031358842,334,1
0.08002824,0.16469575,0.011254187,0.5203594,0.05756679,0.12507384,0.038069714,0.0029521075,371,1
0.0147521375,0.03313576,0.008884064,0.6712666,0.109981105,0.12953007,0.0071448525,0.025305424,361,1
0.02948154,0.05000012,0.068335496,0.60079634,0.022182694,0.1962257,0.030583916,0.0023941568,416,1
0.04251045,0.02509784,0.05553228,0.57517153,0.0101252645,0.092454895,0.19740106,0.0017067174,657,1
0.029082539,0.059591327,0.018589994,0.7863778,0.030467516,0.055736937,0.0151669765,0.0049869483,173,1
0.08615263,0.05368741,0.022176431,0.24898145,0.25322092,0.32941836,0.00478894,0.0015738818,667,1
0.020917784,0.5981445,0.08450535,0.17019509,0.04866654,0.0361474,0.003755954,0.037667356,833,0
0.11401046,0.13572073,0.014941211,0.605277,0.027694501,0.046652254,0.051702615,0.004001227,178,1
0.01734139,0.195746,0.0105833905,0.65807015,0.016904982,0.06342109,0.035218503,0.0027145257,311,1
0.044701558,0.3900298,0.012682703,0.28708065,0.051053874,0.17042458,0.04089266,0.003134215,342,1
0.12250238,0.040305905,0.010333565,0.27353027,0.016493952,0.4988286,0.035291974,0.0027133483,363,1
0.014657541,0.19415927,0.03726632,0.5929539,0.016823696,0.05826129,0.08342657,0.0024514026,374,1
0.020174056,0.10358743,0.012877083,0.73320043,0.020422917,0.095785685,0.010498005,0.0034543653,249,1
0.07569582,0.08230055,0.017014226,0.59234744,0.028061355,0.05167611,0.01386326,0.13904122,226,1
0.01672978,0.06615581,0.013226821,0.58642393,0.017413754,0.2884346,0.008746319,0.0028689401,278,1
0.1275261,0.20715435,0.005745595,0.3794916,0.011853946,0.26212403,0.004600101,0.0015042833,803,1
0.018167485,0.07058849,0.17738666,0.2723885,0.08249152,0.3477557,0.0070255185,0.024196157,432,1
0.030343477,0.061223555,0.07137363,0.72233087,0.032291185,0.061232507,0.015958406,0.0052463636,179,1
0.16202453,0.045407664,0.0068323663,0.39628503,0.010950893,0.37117514,0.0055267233,0.0017976491,613,1
0.053947955,0.6268444,0.04646241,0.09592301,0.061357733,0.082582355,0.02768308,0.005199036,2579,1
0.0494073,0.08148871,0.010814028,0.62204593,0.019375531,0.08587303,0.12812787,0.0028676249,253,1
0.053996913,0.16653326,0.016514136,0.44358552,0.05221586,0.16226076,0.009855492,0.09503809,271,1
0.01839137,0.22518037,0.009185569,0.483918,0.038847405,0.06007263,0.16195394,0.0024506415,344,1
0.050939076,0.122700505,0.012796266,0.33908543,0.017279254,0.41613635,0.03811214,0.0029509403,343,1
0.01958501,0.12982133,0.010973781,0.6283001,0.077586226,0.122132525,0.008734042,0.002867039,270,1
0.033010997,0.09760047,0.22190012,0.46581405,0.065796286,0.09861838,0.01309074,0.0041689547,247,1
0.017530292,0.30624917,0.20401242,0.3194688,0.021295952,0.0904258,0.008968758,0.032048874,338,0
0.014765399,0.16336046,0.07299646,0.48738995,0.01755696,0.06753079,0.17394948,0.00245046,359,1
0.056018047,0.15186432,0.015140787,0.46857515,0.06135589,0.04325298,0.0108721005,0.19292073,257,1
0.027500363,0.107954,0.018821687,0.64935964,0.028782237,0.14837804,0.014449652,0.0047543533,144,1
0.02997744,0.06252997,0.01713344,0.6318439,0.029815292,0.10513976,0.11902093,0.0045392415,166,1
0.019715833,0.054058086,0.012629898,0.6734643,0.022314286,0.20432106,0.010155164,0.003341368,281,1
0.037440658,0.21445905,0.22001155,0.3834038,0.012021993,0.042187218,0.08857639,0.0018993818,623,1
0.01706178,0.25766766,0.038983006,0.3489411,0.22138335,0.104651,0.008523212,0.002788886,327,1
0.20605265,0.11149747,0.010999573,0.60806376,0.018160056,0.033308357,0.0089673735,0.002950737,369,1
0.024094407,0.062407814,0.050947398,0.65085095,0.14784008,0.047017023,0.01267628,0.004166052,205,1
0.022955393,0.04912451,0.0143868895,0.83108974,0.02249175,0.044399615,0.011701857,0.0038502119,244,1
0.02336039,0.052634884,0.014915948,0.6203622,0.023847839,0.20916437,0.05171313,0.0040012323,217,1
0.099465325,0.20014837,0.016923435,0.36978573,0.06387191,0.23146868,0.013796785,0.004539761,206,1
0.08031094,0.06990341,0.06388181,0.33226064,0.3128357,0.11371147,0.025329472,0.0017665649,614,1
0.023963863,0.22959411,0.01464635,0.45556143,0.0335712,0.18819965,0.011699036,0.042764354,212,1
